1004014,76,4,55,2,0,BHETSUDA,19,4
1005040,75,3,44,2,4,BHIMORA,25,4
2003012,72,6,40,2,5,BHADUKA,12,4
1002005,70,4,46,2,0,BAMANBOR,17.5,4
1002004,68,1,28,1,1,BAMANBOR,68,4
1002026,66,3,37,2,0,BAMANBOR,22,4
1027011,61,4,37.5,1,5,NANI MORSAL,15.25,4
1039021,54,2,40,2,7,TRAMBODA,27,4
1016013,51,3,41,1,0,KHERANA,17,4
1030026,49,1,48,1,7,PANCHAVADA,49,4
1019023,45,3,45,2,5,LAKHCHOKIYA,15,4
1027006,44,2,26,2,5,NANI MORSAL,22,4
1010026,42,2,35,1,6,HIRASAR,21,4
1023010,40,1,25,2,0,MOTA KANGHASAR,40,4
1034007,36,2,52,2,10,SANOSARA,18,4
1019009,27,1,36,1,8,LAKHCHOKIYA,27,4
1019005,20,1,37,2,0,LAKHCHOKIYA,20,4
1030023,20,1,25,2,0,PANCHAVADA,20,4
1037038,18,1,40,2,5,SURAI,18,4
1001014,10,2,24,2,0,AKALA,5,4
1019040,10,1,32,1,9,LAKHCHOKIYA,10,4
